;Торговая точка;Торговая точка COD;Торговая точка GUID;Адрес
40166;"Старовойтова О.Ю. ИП Магазин""Продукты""(Хабаровск г, Краснореченская ул, дом 177В, помещение 7)";УП-00095466;FE64E4A4-AD86-11E7-80E7-44A8422A0503;680023, Хабаровский край, Хабаровск г, Краснореченская ул, дом № 177В, помещение 7
40177;Дискаунтер Экономыч (Хабаровск г, Тихоокеанская ул, дом 204);УП-00105511;9B33DDDE-FCD6-11E8-8107-44A8422A0503;680033, Хабаровский край, Хабаровск г, Тихоокеанская ул, дом № 204
41487;Лебедева С.Ю. ИП, рынок зао али, место 5;УП-00078307;704688C8-2B5C-11E5-85B1-005056A00499;680025, Хабаровский край, Хабаровск г, Березовка пгт, Сергеевская ул, дом № 26, корпус б-к 12, место 5 
41538;"Григорьева Н.В. ИП, ""Солнышко"" (Хабаровск г, 60 лет Октября пр-кт, 102)";УП-00076526;9CB5FA47-90F2-11E1-BF75-F46D04E31E4B;680032, Хабаровский край, Хабаровск г, 60 лет Октября пр-кт, дом № 102
42179;"Гамбаров Н. Х. О. ИП  ""Мир продуктов"" (Хабаровск г. Воронежская ул. дом 143а)";УП-00085644;551F8268-2B8E-11E6-80DB-44A8421C2299;680000, Хабаровский край, Хабаровск г, Воронежская ул, дом № 143 А
42181;"Цыба В.А.ИП""Пивной Магазин""(Хабаровск г, Подгаева ул, дом 3А)";УП-00108719;4F2ACAE7-8CA7-11E9-810B-44A8422A0502;680013, Хабаровский край, Хабаровск г, Подгаева ул, дом № 3А
42207;"Щедловский Е.В.ИП (Хабаровск г, Черняховского ул, дом 3)""Отдел рыба""";УП-00107354;8C6A7EA3-55A3-11E9-8109-44A8422A0502;680051, Хабаровский край, Хабаровск г, Черняховского ул, дом № 3
42432;Ерофей ООО, Тихоокеанская, 130 ( м-н Оазис);УП-00084949;74ACE8BC-1BEE-11E6-80D9-44A8421C2298;680042, Хабаровский край, Хабаровск г, Тихоокеанская ул, дом № 130
42530;"ЯНТАРЬ ООО Магазин ""Веселый папа"" (Хабаровск г, Краснореченская ул, дом 65)";УП-00088092;FFA3D957-7B05-11E6-80D5-44A8422A0503;680003, Хабаровский край, Хабаровск г, Краснореченская ул, дом № 65
42539;Артобалевский А.А. Кофе бар (Хабаровск г, Ленинградская ул, дом № 28, корпус и);УП-00086550;404AA12B-4277-11E6-80CF-44A8422A0503;680000, Хабаровский край, Хабаровск г, Ленинградская ул, дом № 28, корпус и
42577;"Иванова В.Б. ИП Магазин ""Продукты"" (абаровск г, Хабаровская ул, дом 4)";УП-00078527;FDB5952E-2B5B-11E5-85B1-005056A00499;680009, Хабаровский край, Хабаровск г, Хабаровская ул, дом № 4
42943;НЕКЛЮДОВА С.И. ИП Морозова Павла Леонтьевича ул, д. 17;УП-00078630;D6944963-2B5C-11E5-85B1-005056A00499;Хабаровский край, Хабаровск г, Морозова Павла Леонтьевича ул, дом № 17
43010;"Янтарь ООО Магазин ""Веселый папа"" (Хабаровск г, Союзная ул, дом 24а)";УП-00087565;725CF3C3-6518-11E6-80D0-44A8422A0503;Хабаровский край, Хабаровск г, Союзная ул, дом № 24, корпус а
43052;ИП Штука А.А. виноводочный тц марина (Хабаровск г, Краснореченская ул, 9);УП-00078841;5E2C8006-2B5E-11E5-85B1-005056A00499;680023, Хабаровский край, Хабаровск г, Краснореченская ул, дом № 9
43223;"Жуков Е.Ф. ИП Магазин ""Веселый папа"" (Хабаровск г, Бойко-Павлова ул, дом 2)";УП-00095763;A2BD41E6-B477-11E7-80E7-44A8422A0503;680026, Хабаровский край, Хабаровск г, Бойко-Павлова ул, дом № 2
43227;"Жуков Е.Ф.ИП Магазин ""Веселый папа"" (Хабаровск г, Джамбула ул, дом 36А)";УП-00097192;773C276B-E141-11E7-80F2-44A8422A0502;680011, Хабаровский край, Хабаровск г, Джамбула ул, дом № 36А
43423;Березовское ООО, Федоровское ш 11;УП-00079588;7AEDA98F-B277-11E4-BA2F-001E675D2989;680000, Хабаровский край, Хабаровск г, Федоровское ш 11
43526;"Кирей Я.А.ИП Магазин""Продукты""(Хабаровск г, Матвеевское ш, дом 26,Международный терминал)";УП-00102291;92AE0367-95FD-11E8-80FF-44A8422A0502;680031, Хабаровский край, Хабаровск г, Матвеевское ш, дом № 26 (Международный терминал)
43581;Южнопортовое ООО, Гамарника ул 19;УП-00080821;7BEBAFA9-3ED0-11E4-908C-001E675D2989;680014, Хабаровский край, Хабаровск г, Гамарника ул, дом № 19
44563;"ООО""ГОЛИАФ"" (Хабаровск г, Краснореченская ул,  205)";УП-00081722;079A5C5D-D07B-11E5-80D5-44A8421C2299;680007, Хабаровский край, Хабаровск г, Краснореченская ул, дом № 205
44901;"Хансулян М.Л. ИП Магазин ""Продукты""(Хабаровск г, Фурманова ул, дом  8)";УП-00095367;D417ECE9-A9A2-11E7-80E7-44A8422A0503;680003, Хабаровский край, Хабаровск г, Фурманова ул, дом № 8
45336;Медведь А.А,ИП (Хабаровск г, Льва Толстого ул, дом 19, место 1072);УП-00109494;900650A7-9ECC-11E9-810B-44A8422A0502;680000, Хабаровский край, Хабаровск г, Льва Толстого ул, дом № 19, место 1072
46478;Метатрон ООО (Хабаровск г, Воронежская ул, 75а);УП-00076649;066A6243-90F3-11E1-BF75-F46D04E31E4B;680042, Хабаровский край, Хабаровск г, Воронежская ул, дом № 75а
46490;Кулаков П.В. ИП, 680030, Хабаровский край, Хабаровск г, Волочаевская ул, дом № 82;УП-00062727;4E8433AF-6AF9-11E4-BA2F-001E675D2989;680030, Хабаровский край, Хабаровск г, Волочаевская ул, дом № 82
46494;"Платонова А.Н ИП, рынок ""Судоверфь"" ЗАО ""Али"" (Хабаровск г, Калараша ул, дом 1)";УП-00081035;33FF1CCB-90F3-11E1-BF75-F46D04E31E4B;Хабаровский край, Хабаровск г, Краснореченская , дом № 124, участок р-к Судоверфь пав. 13
46645;Бошко Н.С. ИП (Хабаровск г, Тихоокеанская ул, 218);УП-00086072;9B1388AD-3430-11E6-80DB-44A8421C2299;680033, Хабаровский край, Хабаровск г, Тихоокеанская ул, дом № 218
47715;Мамедова Н. Ш.  ИП (Хабаровск г, Стрельникова ул, 6а);УП-00078898;9A5D1461-2B5C-11E5-85B1-005056A00499;680054, Хабаровский край, Хабаровск г, Стрельникова ул, дом № 6а
47731;"Старовойтова О.Ю. ИП Магазин ""Серышевский"" (Хабаровск г, Льва Толстого ул, дом 19,место1602)";УП-00092813;A01ABC1E-62B1-11E7-80E3-44A8422A0503;680000, Хабаровский край, Хабаровск г, Льва Толстого ул, дом № 19 место 1602
48378;Диво ООО (Хабаровск г, Сидоренко ул, дом № 7);УП-00095360;FD31CABD-A992-11E7-80E7-44A8422A0503;680015, Хабаровский край, Хабаровск г, Сидоренко ул, дом № 7
48916;Шевцов И.С.ИП ( Хабаровск г, Олега Кошевого ул, дом 9);УП-00107332;628EC151-54F1-11E9-8109-44A8422A0502;680007, Хабаровский край, Хабаровск г, Олега Кошевого ул, дом № 9
49068;"Дроздовский И.А. ИП Магазин ""На абордаж""(Хабаровск г, Суворова ул, 64)";УП-00081415;80641F1A-C2FD-11E5-80D1-44A84229F6DF;680051, Хабаровский край, Хабаровск г, Суворова ул, дом № 64
49149;ХАБАРОВСКАЯ ГОРСББЖ КГБУ Участковая ветеринарная лечебница ЖД и Центрального округа (Хабаровск г, Степной пер, дом 6);УП-00101191;56430F16-7A7A-11E8-80FE-44A8422A0502;680022, Хабаровский край, Хабаровск г, Степной пер, дом № 6
49210;"ЯНТАРЬ ООО Магазин ""Веселый папа"" (Хабаровск г, Сергеевская ул, дом 14)";УП-00088089;66548058-7B05-11E6-80D5-44A8422A0503;680025, Хабаровский край, Хабаровск г, Сергеевская ул, дом № 14
49351;"Гамбаров Н.Х.О. ИП Магазин ""Мир Продуктов"" (Хабаровск г, Уборевича ул, дом 72)";УП-00089091;322800A8-A626-11E6-80D6-44A8422A0503;680054, Хабаровский край, Хабаровск г, Уборевича ул, дом № 72
50049;"Жуков Е.Ф.ИП Магазин""Веселый папа""(Хабаровск г, Восточное ш, дом 44)";УП-00109176;5115A85B-9884-11E9-810B-44A8422A0502;680014, Хабаровский край, Хабаровск г, Восточное ш, дом № 44
50293;"Ревина Л.Т. ИП Павильон ""Продукты""(Хабаровск г, Руднева ул, 98,место 5)";УП-00096234;E094765F-C446-11E7-80EB-44A8422A0503;680018, Хабаровский край, Хабаровск г, Руднева ул, дом № 98,место 5
50517;Бовини ООО (Хабаровск г, Гамарника ул, 41А);УП-00078420;0D75051D-2B5B-11E5-85B1-005056A00499;680030, Хабаровский край, Хабаровск г, Гамарника ул, дом № 41А
50675;Медведь А.А,ИП (Хабаровск г, Льва Толстого ул, дом 19, место 1068);УП-00109495;CAEA1DCB-9ECC-11E9-810B-44A8422A0502;680000, Хабаровский край, Хабаровск г, Льва Толстого ул, дом № 19, место 1068
50691;"Чернова Н.В. ИП Магазин ""Продукты""(Хабаровск г, Магнитогорская ул, дом 6, корпус 1)";УП-00110216;2E0676DE-B714-11E9-8101-44A8421C2299;680022, Хабаровский край, Хабаровск г, Магнитогорская ул, дом № 6, корпус 1
51206;Кутузов Д.Н. ИП (Хабаровск г, Юности ул, дом 2А);УП-00095383;FA484A3A-AA34-11E7-80E7-44A8422A0503;680045, Хабаровский край, Хабаровск г, Юности ул, дом № 2А
51670;"Богдановская Т.П. ИП Магазин ""Овощи Фрукты"" (Хабаровск г, Морозова Павла Леонтьевича ул, дом 118)";УП-00105638;D18E3DBA-FF48-11E8-8107-44A8422A0503;680023, Хабаровский край, Хабаровск г, Морозова Павла Леонтьевича ул, дом № 118
52085;МЕГАН ООО Букмекерская контора (Хабаровск г, Суворова ул, дом 12);УП-00095037;63A58EBF-A25A-11E7-80E7-44A8422A0503;680003, Хабаровский край, Хабаровск г, Суворова ул, дом № 12
52165;"Мира ООО Отдел ""Пиво"" ( Хабаровск г, Суворова ул, дом 46)";УП-00100518;A9B8D6C7-6537-11E8-80FE-44A8422A0502;680051, Хабаровский край, Хабаровск г, Суворова ул, дом № 46
53034;"Махняева Н.Е.ИП Магазин""Рыбный день""(Хабаровск г, Карла Маркса ул, дом 158А, корпус 2)";УП-00108371;1EC6A87C-81DB-11E9-810B-44A8422A0502;680031, Хабаровский край, Хабаровск г, Карла Маркса ул, дом № 158А, корпус 2
53834;Осетров А. А. ИП (Хабаровск г, Лазо ул, 2, А);УП-00081573;5167337B-CEED-11E5-80D5-44A8421C2299;680022, Хабаровский край, Хабаровск г, Лазо ул, дом № 2, корпус А
54025;Щур В.В. ИП (Хабаровск г, Краснодарская ул, 47);УП-00077305;643E271B-2B5E-11E5-85B1-005056A00499;680009, Хабаровский край, Хабаровск г, Краснодарская ул, дом № 47
55124;Губанова М.И. ИП павильон ( Хабаровск г, Ленина ул, 24);УП-00079719;9185F140-2B5B-11E5-85B1-005056A00499;680030, Хабаровский край, Хабаровск г, Ленина ул, дом № 24
55218;"Мамедова С.И.К.ИП МТЦ""ЮЖНЫЙ""(Хабаровск г, Суворова ул, дом 28Б,павильон 2,бутик36/1)";УП-00102508;EFD6F0EF-9C44-11E8-80FF-44A8422A0502;680003, Хабаровский край, Хабаровск г, Суворова ул, дом № 28Б,павильон 2,бутик36/1
56764;"Безрукова В.В.ИП ""ОБЛАКА""(Хабаровск г, Ворошилова ул, дом 29Б)";УП-00107713;55C06B20-648D-11E9-810B-44A8422A0502;680051, Хабаровский край, Хабаровск г, Ворошилова ул, дом № 29Б
57002;"АВТОБРЕНД ООО Магазин ""Первый Пенный"" (Хабаровск г, Воронежская ул, дом 40)";УП-00105749;F6D12630-0354-11E9-8107-44A8422A0503;680022, Хабаровский край, Хабаровск г, Воронежская ул, дом № 40
57075;ЯКУТСКИЙ ДЕЛИКАТЕС ДВ ООО (Хабаровск г, Ульяновская ул, дом 197/3);УП-00109695;633CBEDB-A6AA-11E9-810C-44A8422A0503;680041, Хабаровский край, Хабаровск г, Ульяновская ул, дом № 197/3
57700;"Романова Я.В. ИП Магазин ""Продукты"" ( Хабаровск г, Чкалова ул, дом № 2)";УП-00103192;6C545B7B-B261-11E8-80FF-44A8422A0502;680026, Хабаровский край, Хабаровск г, Чкалова ул, дом № 2
57781;"ЯНТАРЬ ООО Магазин""Веселый папа""(Хабаровск г, Руднева ул, дом 40 А)";УП-00108076;2A7FD832-76B3-11E9-810B-44A8422A0502;680033, Хабаровский край, Хабаровск г, Руднева ул, дом № 40 А
57881;ЛЕРА ООО (Хабаровск г, Тихоокеанская ул, 182, корпус 5);УП-00081565;1F330AE1-CEDE-11E5-80D5-44A8421C2299;680054, Хабаровский край, Хабаровск г, Тихоокеанская ул, дом № 182, корпус 5
58171;ТД ЭЛИЗИЙ ООО (Хабаровск г, Авиационная ул, дом 45);УП-00102532;83881553-9C68-11E8-80FF-44A8422A0502;680014, Хабаровский край, Хабаровск г, Авиационная ул, дом № 45
58253;ЛЕРА ООО (Хабаровск г, Ульяновская ул, 156, павильон 4, место 20);УП-00080282;3CF7479A-C882-11E5-80D4-44A8421C2299;680041, Хабаровский край, Хабаровск г, Ульяновская ул, дом № 156, корпус павильон 4, квартира место 20
58284;"Зимина Е.В.ИП""Пивной бар""(Хабаровск г, Кола Бельды ул, дом 4)";УП-00108154;F55BD1B4-7AA7-11E9-810B-44A8422A0502;680009, Хабаровский край, Хабаровск г, Кола Бельды ул, дом № 4
58293;"Росебишвили Н.Г.ИП Магазин""Новоторг""( Хабаровск г, Тихоокеанская ул, дом 170А)";УП-00104079;0E3FACD3-CCFB-11E8-8105-44A8422A0502;680033, Хабаровский край, Хабаровск г, Тихоокеанская ул, дом № 170А
58714;"Лебедева С.Ю. ИП, ТЦ ЗАО АЛИ ""Березовка"" (Хабаровск г, Сергеевская ул, дом 26, место 15/1)";УП-00082860;FF159894-ECED-11E5-80D9-44A8421C2298;680000, Хабаровский край, Хабаровск г, Сергеевская ул, дом № 26, место 15/1
58801;"Бошко Н.С. ИП, Магазин ""Продукты"" (Хабаровск г, Трехгорная ул, дом 97)";УП-00093328;A471FF11-6D1C-11E7-80E4-44A8422A0503;680054, Хабаровский край, Хабаровск г, Трехгорная ул, дом № 97
58905;Воропаев Д.А.ИП (Хабаровск г, Запарина ул, дом 73);УП-00110405;83A301A2-BD61-11E9-8103-44A8421C2299;680000, Хабаровский край, Хабаровск г, Запарина ул, дом № 73
59727;"Галенко А.А. ИП. Магазин ""Корюшка "" Хабаровск г, Матвеевское ш, дом 1А";УП-00098450;A5D76258-1B58-11E8-80F2-44A8422A0502;680031, Хабаровский край, Хабаровск г, Матвеевское ш, дом № 1А
59929;Назаров М.Р.О.ИП (Хабаровск г, Вахова А.А. ул, дом 8Б);УП-00108462;13CC1E1E-85BF-11E9-810B-44A8422A0502;680023, Хабаровский край, Хабаровск г, Вахова А.А. ул, дом № 8Б
60070;Перевалова И.В. ИП (Хабаровск г, Индустриальный пер, дом № 8А);УП-00104223;5CCE4864-D1D8-11E8-8105-44A8422A0502;680006, Хабаровский край, Хабаровск г, Индустриальный пер, дом № 8А
60872;Краснова В.Г. ИП (Хабаровск г, Ленинградская ул, 58);УП-00079360;D630E01F-8E72-11E5-80CF-44A84229F6DF;680000, Хабаровский край, Хабаровск г, Ленинградская ул, дом № 58
61870;"Кобец Р.В. ИП Ветеринарный центр ""Бетховен"" (Хабаровск г, Трубный пер, дом 6)";УП-00097007;701CF6CB-DB1A-11E7-80EB-44A8422A0503;680007, Хабаровский край, Хабаровск г, Трубный пер, дом № 6
61956;АСТЕРИ-ФАРМА ООО, Городская аптека (Хабаровск г, Запарина ул, 117, корп. В);УП-00085683;5626BB0D-2C46-11E6-80DB-44A8421C2299;680028, Хабаровский край, Хабаровск г, Запарина ул, дом № 117, корпус В
64211;"Даждамиров Д.Р. ИП Магазин ""Продукты"" (Хабаровск г, Рокоссовского ул, дом 37а)";УП-00090010;96023C81-DEB9-11E6-80D6-44A8422A0503;680051, Хабаровский край, Хабаровск г, Рокоссовского ул, дом № 37, корпус а
64791;"ООО Туристическая фирма ""Пять звезд"" Владивостокское ш._42, Подгорное,киоск";УП-00079638;55234F0E-2B5D-11E5-85B1-005056A00499;680040, Хабаровский край, Хабаровск г, Владивостокское ш, дом № 42
65574;"ЛЕРА ООО Магазин ""Лера"" (Хабаровск г, Флегонтова ул, дом 4а)";УП-00089147;72B8D28F-AAD1-11E6-80D6-44A8422A0503;680023, Хабаровский край, Хабаровск г, Флегонтова ул, дом № 4, корпус а
65613;"Ярославна ООО Магазин ""Продукты"" (Хабаровск г, Ворошилова ул, дом 4)";УП-00058450;AEBECB3A-90F3-11E1-BF75-F46D04E31E4B;680051, Хабаровский край, Хабаровск г, Ворошилова ул, дом № 4
65751;"Холодная Нина Алексеевна (Хабаровск г., Амурский бульвар 57, мед центр ""Прима"")";УП-00098184;8AC2EAF5-1077-11E8-80F2-44A8422A0502;680021, Хабаровский край, Хабаровск г, Амурский б-р, дом № 57
65966;Мустафаев И.М. ИП (Хабаровск г, 60 лет Октября пр-кт, 162, корпус к-р 3И);УП-00059990;CEDF8A8B-2B56-11E5-85B1-005056A00499;680014, Хабаровский край, Хабаровск г, 60 лет Октября пр-кт, дом № 162, корпус к-р 3И
66094;"Три богатыря ООО,  Автобусная_8, м-н ""Дельфин""";УП-00075357;7BB4C4EF-90F3-11E1-BF75-F46D04E31E4B;680000, Хабаровский край, Хабаровск г, Автобусная ул, дом № 8
66496;Алексенко Н.А.ИП (Хабаровск г, 60-летия Октября пр-кт, дом 84)                                                                  ;УП-00107976;7BB34149-7065-11E9-810B-44A8422A0502;680032, Хабаровский край, Хабаровск г, 60-летия Октября пр-кт, дом № 84
66766;"Богданович К.Л. ИП Продмаркет ""Дижен""(Хабаровск г, Березовка пгт, Мира кв-л, дом 10)";УП-00079262;6FA42C12-90F2-11E1-BF75-F46D04E31E4B;680025, Хабаровский край, Хабаровск г, Березовка пгт, Мира кв-л, дом № 10
67781;"Пальма ООО Магазин  ""Изобилие"" (Хабаровск г, Облачный пер, дом 74)";УП-00087568;23B4E7EB-651D-11E6-80D0-44A8422A0503;680030, Хабаровский край, Хабаровск г, Облачный пер, дом № 74
68071;"Автокомплекс Первый ООО Автокомплекс ""Первый""(Хабаровск г, Уборевича ул, дом 76)";УП-00091502;52F810C8-2ED7-11E7-80DC-44A8422A0503;680054, Хабаровский край, Хабаровск г, Уборевича ул, дом № 76
68243;"Цой Д.Б. ИП Павильон""Свежее мясо"" (Хабаровск г, профессора Даниловского М.П. ул, дом 16а)";УП-00062892;D262A155-0B51-11E5-AB32-001E675D2989;680054, Хабаровский край, Хабаровск г, профессора Даниловского М.П. ул, дом № 16А
68960;"ЯНТАРЬ ООО Магазан ""Веселый папа"" (Хабаровск г, Тихоокеанская ул, дом 118)";УП-00088090;B92A3027-7B05-11E6-80D5-44A8422A0503;680042, Хабаровский край, Хабаровск г, Тихоокеанская ул, дом № 118
69373;Шмур В.В. ИП (Хабаровск г, Ульяновская ул, дом  156);УП-00095185;D6B857D1-A726-11E7-80E7-44A8422A0503;680041, Хабаровский край, Хабаровск г, Ульяновская ул, дом № 156
69599;"Жуков Е.Ф. ИП Магазин ""Веселый Папа""(Хабаровск г, Стрельникова ул, дом 9а)";УП-00100909;48BC7B92-7298-11E8-80FE-44A8422A0502;680054, Хабаровский край, Хабаровск г, Стрельникова ул, дом № 9, корпус А
69620;"Янтарь ООО Магазин ""Веселый папа"" (Хабаровск г, Гагарина ул, дом 4)";УП-00086464;7C65C5A0-3E87-11E6-80CF-44A8422A0503;680052, Хабаровский край, Хабаровск г, Гагарина ул, дом № 4
69651;"ООО Туристическая фирма ""Пять звезд""(Хабаровск г, Владивостокское ш, дом  42 кафе)";УП-00095523;41CDC8D7-AE45-11E7-80E7-44A8422A0503;680040, Хабаровский край, Хабаровск г, Владивостокское ш, дом № 42
69739;Киселев П.П.ИП (Хабаровск г, Калинина ул, дом 130);УП-00108722;5B166793-8CB8-11E9-810B-44A8422A0502;680038, Хабаровский край, Хабаровск г, Калинина ул, дом № 130
69863;"ООО Туристическая фирма ""Пять звезд""(Хабаровск г, Владивостокское ш, дом  42, Богородское)";УП-00095524;B3E2881F-AE45-11E7-80E7-44A8422A0503;680040, Хабаровский край, Хабаровск г, Владивостокское ш, дом № 42
70264;"ПАРИТЕТ-ДВ ООО Магазин""Пятница""(Хабаровск г, Гамарника ул, дом 43)";УП-00107729;5AD1BC7D-64C9-11E9-810B-44A8422A0502;680030, Хабаровский край, Хабаровск г, Гамарника ул, дом № 43
70360;"Жуков Е.Ф. ИП Магазин ""Веселый папа""(Хабаровск г, Вологодская ул, дом 28)";УП-00105164;2B7A9551-F144-11E8-8107-44A8422A0503;680015, Хабаровский край, Хабаровск г, Вологодская ул, дом № 28
70363;Салимова А.В.ИП (Хабаровск г, профессора Даниловского М.П. ул, дом 16А);УП-00100627;A14A244F-6869-11E8-80FE-44A8422A0502;680054, Хабаровский край, Хабаровск г, профессора Даниловского М.П. ул, дом № 16А
70600;"Якушев Е.Р.ИП Магазин""Разливное пиво""(Хабаровск г, Суворова ул, дом 13)";УП-00108464;528C92C3-85C2-11E9-810B-44A8422A0502;680003, Хабаровский край, Хабаровск г, Суворова ул, дом № 13
70632;Ларина Е.В.ИП (Хабаровск г, Ленина ул, дом 72);УП-00109044;9B2D118D-9626-11E9-810B-44A8422A0502;680013, Хабаровский край, Хабаровск г, Ленина ул, дом № 72
70822;"Район ООО Магазин ""На районе"" (Хабаровск г, Гамарника ул, дом 39)";УП-00099998;039DF7FF-5188-11E8-80FE-44A8422A0502;680030, Хабаровский край, Хабаровск г, Гамарника ул, дом № 39
70824;"Федотов А.Е. ИП Магазин""Совесть"" (Хабаровск г, Стрельникова ул, дом 6А)";УП-00105782;366179DC-0400-11E9-8107-44A8422A0503;680054, Хабаровский край, Хабаровск г, Стрельникова ул, дом № 6А
70890;Лювак ООО (павильон) (Хабаровск г, Шеронова ул, 46);УП-00076638;DE36D645-E119-11E1-A3FC-F46D04E31E4B;680000, Хабаровский край, Хабаровск г, Шеронова ул, дом № 46
70993;Ольга ООО ,680033,Хабаровский край,,Хабаровск г,,Тихоокеанская ул,204,,;УП-00076681;23FE7100-90F3-11E1-BF75-F46D04E31E4B;680033, Хабаровский край, Хабаровск г, Тихоокеанская ул, дом № 204
71115;Гончаров В.А. ИП (Калараша ул 1 р-к Судоверфь п-н 1 м 1);УП-00076520;0F6DEFC5-1258-11E2-8988-001E670756FC;680045, Хабаровский край, Хабаровск г, Калараша ул 1 р-к Судоверфь п-н 1 м 1
71407;Балабан Е.Г.ИП (Хабаровск г, Оборонная ул, дом 15.павлион 1.место12);УП-00107285;4DF7627E-51CB-11E9-8109-44A8422A0502;680007, Хабаровский край, Хабаровск г, Оборонная ул, дом № 15.павлион 1.место12
71449;"Саяпин А.П,ИП ""ПИВТОРГ №1""(Хабаровск г, Краснореченская ул, дом 155)";УП-00110445;F81B55A9-BE37-11E9-8103-44A8421C2299;680001, Хабаровский край, Хабаровск г, Краснореченская ул, дом № 155
71514;"Жуков Е.Ф. ИП Магазин ""Веселый папа""(Хабаровск г, Волочаевская ул, дом 23)";УП-00096956;2ACA1557-DA2F-11E7-80EB-44A8422A0503;680007, Хабаровский край, Хабаровск г, Волочаевская ул, дом № 23
72050;Гончаров В. А. ИП, бакалея (Хабаровск г, Клубная ул, 15);УП-00079673;7F4D3685-9D3B-11E5-80CF-44A84229F6DF;680032, Хабаровский край, Хабаровск г, Клубная ул, дом № 15, корпус бакалея
72082;"Червонцева И.В. ИП, ""Надежда"" (Хабаровск г, Станционная ул, 6)";УП-00076944;327BABEF-8828-11E5-80CE-44A84229F6DF;680021, Хабаровский край, Хабаровск г, Станционная ул, дом № 6
72086;Фещенко О.В., Амурский б-р66,Мясная лавка;УП-00076074;4856E1F3-E11A-11E1-A3FC-F46D04E31E4B;680000, Хабаровский край, Хабаровск г, Амурский б-р, дом № 66
72133;МФК ГРУПП ООО (Хабаровск г, Пушкина ул, дом 47);УП-00109741;299DB4FD-A766-11E9-810C-44A8422A0503;680000, Хабаровский край, Хабаровск г, Пушкина ул, дом № 47
72244;"Жуков Е.Ф. ИП Магазин ""Веселый папа"" (Хабаровск г, Кадровый пер, дом № 8А)";УП-00105290;9123165D-F45D-11E8-8107-44A8422A0503;680013, Хабаровский край, Хабаровск г, Кадровый пер, дом № 8А
72302;"Боженко Я.О.ИП Павильон""Табак""(Хабаровск г, Ульяновская ул, павильон 4, место 19)";УП-00109971;17882147-AEA6-11E9-8101-44A8421C2299;680041, Хабаровский край, Хабаровск г, Ульяновская ул, павильон 4, место 19
72427;"Юшина О.М. ИП Магазин ""Золотая пинта"" (Хабаровск г, ДОС (Большой Аэродром) кв-л, дом 51)";УП-00103619;5D8EDE0A-BFCA-11E8-8105-44A8422A0502;680014, Хабаровский край, Хабаровск г, ДОС (Большой Аэродром) кв-л, дом № 51
72430;"Криворука В.Г. ИП Магазин ""Продукты""(Хабаровск г, Ульяновская ул, дом 166, павильон 4, место 15)";УП-00108210;03486581-7BA6-11E9-810B-44A8422A0502;680041, Хабаровский край, Хабаровск г, Ульяновская ул, дом № 166, павильон 4, место 15
72549;"Полищук А.Р.ИП Магазин""Рыжий Варвар""(Хабаровск г, 60-летия Октября пр-кт, дом 124)";УП-00108418;5252D357-833A-11E9-810B-44A8422A0502;680032, Хабаровский край, Хабаровск г, 60-летия Октября пр-кт, дом № 124
72822;Старовойтова О.Ю. ИП,(,Хабаровск г, Восточное ш, 48);УП-00082388;37B285A6-DFAD-11E5-80D9-44A8421C2298;680014, Хабаровский край, Хабаровск г, Восточное ш, дом № 48
73182;"Соколов С.А. ИП Магазин ""Тинкер Бир"" (Хабаровск г, Лермонтова ул, дом 3, литера 3)";УП-00102955;2AC79782-AB5A-11E8-80FF-44A8422A0502;680000, Хабаровский край, Хабаровск г, Лермонтова ул, дом № 3, литера 3
73908;"Радуга ООО Магазин ""Продукты"" (Хабаровск г, Пушкина ул, дом 18)";УП-00091023;D815854E-1839-11E7-80DA-44A8422A0503;680030, Хабаровский край, Хабаровск г, Пушкина ул, дом № 18
74534;Ильичева Э.К. ИП  (Хабаровск г, Зеленая ул, дом 3Б, павильон 36);УП-00081008;C321CC2C-90F2-11E1-BF75-F46D04E31E4B;680032, Хабаровский край, Хабаровск г, Зеленая ул, дом № 3Б, павильон 36
74564;"Удинкан О.А.ИП Магазин""Биршоп""(Хабаровск г, Чехова ул, дом 2 Б)";УП-00109536;356B3364-A11E-11E9-810B-44A8422A0502;680022, Хабаровский край, Хабаровск г, Чехова ул, дом № 2 Б
74960;Лювак, ул. Шеронова, д. 46,(рынок), место 3;УП-00078000;823795AC-2B5C-11E5-85B1-005056A00499;680000, Хабаровский край, Хабаровск г, Шеронова ул, дом № 46
75818;Мароми ООО (Хабаровск г, Зеленоборский пер, дом 20);УП-00077191;A6618F0C-2B5C-11E5-85B1-005056A00499;680011, Хабаровский край, Хабаровск г, Зеленоборский пер, дом № 20
75830;"Лилия ООО Магазин ""Продукты"" (Хабаровск г, Фрунзе ул, дом 91)";УП-00090239;150BDA33-E9AC-11E6-80D6-44A8422A0503;680000, Хабаровский край, Хабаровск г, Фрунзе ул, дом № 91
76129;"Гончаров В.А. ИП ТЦ ""Причал""(Хабаровск г, Большая ул, дом № 95)";УП-00096208;040087E1-C360-11E7-80EA-44A8422A0503;680022, Хабаровский край, Хабаровск г, Большая ул, дом № 95
77372;"Вотенева Л.В.ИП Магазин""Легенда"" (Хабаровск г, Яшина ул, дом 40/1)";УП-00107625;9AE55790-60A1-11E9-810B-44A8422A0502;680011, Хабаровский край, Хабаровск г, Яшина ул, дом № 40/1
