Date;Time;Importance;Event;Actual;Forecast;Previous
2017/07/12;06:00;bull1;"MBA Purchase Index";242.8;;249.1
2017/07/12;06:00;bull1;"Mortgage Market Index";391.9;;423.3
2017/07/12;06:00;bull1;"Mortgage Refinance Index";1,210.5;;1,391.0
2017/07/12;06:05;bull2;"OPEC Monthly Report";;;
2017/07/12;09:00;bull3;"Fed Chair Yellen Testifies";;;
2017/07/12;09:30;bull3;"Crude Oil Inventories";-7.564M;-2.850M;-6.299M
2017/07/12;09:30;bull1;"Crude Oil Imports";-0.282M;;-0.514M
2017/07/12;09:30;bull2;"Cushing Crude Oil Inventories";-1.948M;;-1.334M
2017/07/12;09:30;bull1;"Distillate Fuel Production";0.249M;;-0.144M
2017/07/12;09:30;bull1;"EIA Weekly Distillates Stocks";3.131M;1.133M;-1.850M
2017/07/12;09:30;bull1;"Gasoline Production";0.104M;;0.031M
2017/07/12;09:30;bull1;"Heating Oil Stockpiles";-0.199M;;-0.066M
2017/07/12;09:30;bull1;"Gasoline Inventories";-1.647M;1.147M;-3.669M
2017/07/12;12:00;bull2;"10-Year Note Auction";2.325%;;2.195%
2017/07/12;13:00;bull2;"Beige Book";;;
2017/07/12;13:15;bull2;"FOMC Member George Speaks";;;
2017/07/13;03:00;bull2;"IEA Monthly Report";;;
2017/07/13;07:30;bull1;"Core PPI (YoY) (Jun)";1.9%;2.0%;2.1%
2017/07/13;07:30;bull2;"Core PPI (MoM) (Jun)";0.1%;0.2%;0.3%
2017/07/13;07:30;bull1;"PPI (YoY) (Jun)";2.0%;1.9%;2.4%
2017/07/13;07:30;bull3;"PPI (MoM) (Jun)";0.1%;-0.1%;0.0%
2017/07/13;08:30;bull3;"Fed Chair Yellen Testifies";;;
2017/07/13;08:45;bull1;"Bloomberg Consumer Confidence";47.0;;48.5
2017/07/13;09:30;bull1;"Natural Gas Storage";57B;59B;72B
2017/07/13;12:00;bull1;"30-Year Bond Auction";2.936%;;2.870%
2017/07/13;12:00;bull2;"FOMC Member Brainard Speaks";;;
2017/07/13;13:00;bull2;"Federal Budget Balance (Jun)";-90.0B;-35.0B;-88.0B
2017/07/14;07:30;bull3;"Core CPI (MoM) (Jun)";0.1%;0.2%;0.1%
2017/07/14;07:30;bull2;"Core CPI (YoY) (Jun)";1.7%;1.7%;1.7%
2017/07/14;07:30;bull1;"Core CPI Index (Jun)";251.63;;251.33
2017/07/14;07:30;bull3;"Core Retail Sales (MoM) (Jun)";-0.2%;0.2%;-0.3%
2017/07/14;07:30;bull1;"CPI (YoY) (Jun)";1.6%;1.7%;1.9%
2017/07/14;07:30;bull2;"CPI (MoM) (Jun)";0.0%;0.1%;-0.1%
2017/07/14;07:30;bull1;"CPI Index, n.s.a. (Jun)";244.96;245.10;244.73
2017/07/14;07:30;bull1;"Real Earnings (MoM) (Jun)";0.5%;;0.3%
2017/07/14;07:30;bull1;"Retail Control (MoM) (Jun)";-0.1%;0.3%;0.0%
2017/07/14;07:30;bull1;"Retail Sales Ex Gas/Autos (MoM) (Jun)";-0.1%;0.4%;0.0%
2017/07/14;08:15;bull2;"Industrial Production (MoM) (Jun)";0.4%;0.3%;0.1%
2017/07/14;08:15;bull1;"Manufacturing Production (MoM) (Jun)";0.2%;0.2%;-0.4%
2017/07/14;08:30;bull2;"FOMC Member Kaplan Speaks";;;
2017/07/14;09:00;bull2;"Business Inventories (MoM) (May)";0.3%;0.3%;-0.2%
2017/07/14;09:00;bull1;"Michigan 5-Year Inflation Expectations (Jul)";2.60%;;2.50%
2017/07/14;09:00;bull2;"Michigan Consumer Expectations (Jul)";80.2;84.0;83.9
2017/07/14;09:00;bull2;"Michigan Consumer Sentiment (Jul)";93.1;95.0;95.1
2017/07/14;09:00;bull1;"Michigan Current Conditions (Jul)";113.2;112.5;112.5
2017/07/14;09:00;bull1;"Michigan Inflation Expectations (Jul)";2.7%;;2.6%
2017/07/14;10:00;bull1;"Cleveland CPI (MoM) (Jun)";0.1%;;0.2%
2017/07/14;12:00;bull2;"U.S. Baker Hughes Oil Rig Count";765;;763
2017/07/14;14:30;bull1;"CFTC Copper speculative net positions";12.0K;;16.3K
2017/07/14;14:30;bull2;"CFTC Crude Oil speculative net positions";358.0K;;341.0K
2017/07/14;14:30;bull2;"CFTC Gold speculative net positions";60.3K;;93.8K
2017/07/14;14:30;bull2;"CFTC S&P 500 speculative net positions";78.6K;;69.6K
2017/07/14;14:30;bull1;"CFTC Silver speculative net positions";14.0K;;26.3K
2017/07/17;00:30;bull2;"Investing.com Gold Index";62.2%;;65.3%
2017/07/17;00:30;bull2;"Investing.com S&P 500 Index";42.0%;;49.2%
2017/07/17;07:30;bull2;"NY Empire State Manufacturing Index (Jul)";9.80;15.00;19.80
2017/07/17;10:30;bull1;"3-Month Bill Auction";1.050%;;1.040%
2017/07/17;10:30;bull1;"6-Month Bill Auction";1.105%;;1.125%
2017/07/18;07:55;bull1;"Redbook (MoM)";-1.3%;;-1.1%
2017/07/18;07:55;bull1;"Redbook (YoY)";2.0%;;2.4%
2017/07/18;10:30;bull1;"4-Week Bill Auction";0.955%;;0.950%
2017/07/18;10:30;bull1;"52-Week Bill Auction";1.190%;;1.215%
2017/07/18;15:00;bull1;"US Foreign Buying, T-bonds (May)";46.40B;;-22.50B
2017/07/18;15:35;bull2;"API Weekly Crude Oil Stock";1.628M;-3.500M;-8.133M
2017/07/19;06:00;bull1;"MBA 30-Year Mortgage Rate";4.22%;;4.22%
2017/07/19;06:00;bull1;"MBA Mortgage Applications (WoW)";6.3%;;-7.4%
2017/07/19;06:00;bull1;"MBA Purchase Index";245.5;;242.8
2017/07/19;06:00;bull1;"Mortgage Market Index";416.7;;391.9
2017/07/19;06:00;bull1;"Mortgage Refinance Index";1,367.8;;1,210.5
2017/07/19;07:30;bull2;"Building Permits (MoM) (Jun)";7.4%;3.0%;-4.9%
2017/07/19;07:30;bull3;"Building Permits (Jun)";1.254M;1.200M;1.168M
2017/07/19;09:30;bull3;"Crude Oil Inventories";-4.727M;-3.214M;-7.564M
2017/07/19;09:30;bull1;"Crude Oil Imports";0.576M;;-0.282M
2017/07/19;09:30;bull2;"Cushing Crude Oil Inventories";-0.023M;;-1.948M
2017/07/19;09:30;bull1;"Distillate Fuel Production";-0.404M;;0.249M
2017/07/19;09:30;bull1;"EIA Weekly Distillates Stocks";-2.137M;1.229M;3.131M
2017/07/19;09:30;bull1;"Gasoline Production";-0.373M;;0.104M
2017/07/19;09:30;bull1;"Heating Oil Stockpiles";0.073M;;-0.199M
2017/07/19;09:30;bull1;"Gasoline Inventories";-4.445M;-0.655M;-1.647M
2017/07/20;07:30;bull3;"Philadelphia Fed Manufacturing Index (Jul)";19.5;24.0;27.6
2017/07/20;07:30;bull1;"Philly Fed Business Conditions (Jul)";36.9;;31.3
2017/07/20;07:30;bull1;"Philly Fed CAPEX Index (Jul)";42.00;;28.60
2017/07/20;07:30;bull2;"Philly Fed Employment (Jul)";10.9;;16.1
2017/07/20;07:30;bull1;"Philly Fed New Orders (Jul)";2.1;;25.9
2017/07/20;07:30;bull1;"Philly Fed Prices Paid (Jul)";19.10;;23.60
2017/07/20;08:45;bull1;"Bloomberg Consumer Confidence";47.6;;47.0
2017/07/20;09:30;bull1;"Natural Gas Storage";28B;32B;57B
2017/07/20;12:00;bull1;"10-Year TIPS Auction";0.489%;;0.420%
2017/07/21;12:00;bull2;"U.S. Baker Hughes Oil Rig Count";764;;765
2017/07/21;14:30;bull1;"CFTC Copper speculative net positions";15.3K;;12.0K
2017/07/21;14:30;bull2;"CFTC Crude Oil speculative net positions";396.5K;;358.0K
2017/07/21;14:30;bull2;"CFTC Gold speculative net positions";60.1K;;60.3K
2017/07/21;14:30;bull2;"CFTC S&P 500 speculative net positions";102.4K;;78.6K
2017/07/21;14:30;bull1;"CFTC Silver speculative net positions";9.4K;;14.0K
2017/07/24;00:30;bull2;"Investing.com Gold Index";62.5%;;62.2%
2017/07/24;00:30;bull2;"Investing.com S&P 500 Index";52.3%;;42.0%
2017/07/24;08:45;bull2;"Manufacturing PMI (Jul)";53.2;52.0;52.0
2017/07/24;08:45;bull2;"Services PMI (Jul)";54.2;54.0;54.2
2017/07/24;09:00;bull3;"Existing Home Sales (Jun)";5.52M;5.58M;5.62M
2017/07/24;09:00;bull2;"Existing Home Sales (MoM) (Jun)";-1.8%;-1.0%;1.1%
2017/07/24;10:30;bull1;"3-Month Bill Auction";1.180%;;1.050%
2017/07/24;10:30;bull1;"6-Month Bill Auction";1.130%;;1.105%
2017/07/25;07:55;bull1;"Redbook (YoY)";2.1%;;2.0%
2017/07/25;07:55;bull1;"Redbook (MoM)";-1.3%;;-1.3%
2017/07/25;08:00;bull1;"House Price Index (YoY) (May)";6.9%;;6.8%
2017/07/25;08:00;bull2;"S&P/CS HPI Composite - 20 n.s.a. (YoY) (May)";5.7%;5.8%;5.7%
2017/07/25;09:00;bull1;"Richmond Manufacturing Index (Jul)";14;7;7
2017/07/25;09:00;bull1;"Richmond Manufacturing Shipments (Jul)";13;;11
2017/07/25;09:00;bull1;"Richmond Services Index (Jul)";12;;19
2017/07/25;10:30;bull1;"4-Week Bill Auction";0.980%;;0.955%
2017/07/25;12:00;bull1;"2-Year Note Auction";1.395%;;1.348%
2017/07/25;15:35;bull2;"API Weekly Crude Oil Stock";-10.230M;-3.000M;1.628M
2017/07/26;06:00;bull1;"MBA 30-Year Mortgage Rate";4.17%;;4.22%
2017/07/26;06:00;bull1;"MBA Mortgage Applications (WoW)";0.4%;;6.3%
2017/07/26;06:00;bull1;"MBA Purchase Index";240.1;;245.5
2017/07/26;06:00;bull1;"Mortgage Market Index";418.5;;416.7
2017/07/26;06:00;bull1;"Mortgage Refinance Index";1,414.3;;1,367.8
2017/07/26;09:30;bull3;"Crude Oil Inventories";-7.208M;-2.629M;-4.727M
2017/07/26;09:30;bull1;"Crude Oil Imports";-0.254M;;0.576M
2017/07/26;09:30;bull2;"Cushing Crude Oil Inventories";-1.699M;;-0.023M
2017/07/26;09:30;bull1;"Distillate Fuel Production";0.186M;;-0.404M
2017/07/26;09:30;bull1;"EIA Weekly Distillates Stocks";-1.852M;-0.453M;-2.137M
2017/07/26;09:30;bull1;"Gasoline Production";0.297M;;-0.373M
2017/07/26;09:30;bull1;"Heating Oil Stockpiles";0.064M;;0.073M
2017/07/26;09:30;bull1;"Gasoline Inventories";-1.015M;-0.614M;-4.445M
2017/07/26;12:00;bull1;"5-Year Note Auction";1.884%;;1.828%
2017/07/26;13:00;bull3;"FOMC Statement";;;
2017/07/26;13:00;bull3;"Fed Interest Rate Decision";1.25%;1.25%;1.25%
2017/07/27;07:30;bull1;"Continuing Jobless Claims";1,964K;1,950K;1,977K
2017/07/27;07:30;bull2;"Goods Trade Balance (Jun)";-63.86B;-65.00B;-65.90B
2017/07/27;07:30;bull1;"Wholesale Inventories (MoM)";0.6%;0.2%;0.4%
2017/07/27;08:45;bull1;"Bloomberg Consumer Confidence";48.6;;47.6
2017/07/27;09:30;bull1;"Natural Gas Storage";17B;24B;28B
2017/07/27;10:00;bull1;"KC Fed Composite Index (Jul)";10;12;11
2017/07/27;10:00;bull1;"KC Fed Manufacturing Index (Jul)";4;;23
2017/07/27;12:00;bull1;"7-Year Note Auction";2.126%;;2.056%
2017/07/28;07:30;bull1;"Employment Benefits (QoQ) (Q2)";0.60%;;0.70%
2017/07/28;07:30;bull2;"Employment Cost Index (QoQ) (Q2)";0.5%;0.6%;0.8%
2017/07/28;07:30;bull1;"Employment Wages (QoQ) (Q2)";0.50%;;0.80%
2017/07/28;09:00;bull1;"Michigan 5-Year Inflation Expectations (Jul)";2.60%;;2.60%
2017/07/28;09:00;bull2;"Michigan Consumer Expectations (Jul)";80.5;80.4;80.2
2017/07/28;09:00;bull2;"Michigan Consumer Sentiment (Jul)";93.4;93.1;93.1
2017/07/28;09:00;bull1;"Michigan Current Conditions (Jul)";113.4;112.9;113.2
2017/07/28;09:00;bull1;"Michigan Inflation Expectations (Jul)";2.6%;;2.7%
2017/07/28;12:00;bull2;"U.S. Baker Hughes Oil Rig Count";766;;764
2017/07/28;12:20;bull2;"FOMC Member Kashkari Speaks";;;
2017/07/28;14:30;bull1;"CFTC Copper speculative net positions";24.3K;;15.3K
2017/07/28;14:30;bull2;"CFTC Crude Oil speculative net positions";423.3K;;396.5K
2017/07/28;14:30;bull2;"CFTC Gold speculative net positions";90.8K;;60.1K
2017/07/28;14:30;bull2;"CFTC S&P 500 speculative net positions";108.2K;;102.4K
2017/07/28;14:30;bull1;"CFTC Silver speculative net positions";19.4K;;9.4K
2017/07/31;00:30;bull2;"Investing.com Gold Index";68.7%;;62.5%
2017/07/31;00:30;bull2;"Investing.com S&P 500 Index";45.7%;;52.3%
2017/07/31;08:45;bull2;"Chicago PMI (Jul)";58.9;60.0;65.7
2017/07/31;09:30;bull1;"Dallas Fed Mfg Business Index (Jul)";16.8;13.0;15.0
2017/07/31;10:30;bull1;"3-Month Bill Auction";1.070%;;1.180%
2017/07/31;10:30;bull1;"6-Month Bill Auction";1.130%;;1.130%
2017/08/01;07:30;bull2;"Core PCE Price Index (MoM) (Jun)";0.1%;0.1%;0.1%
2017/08/01;07:55;bull1;"Redbook (MoM)";-1.2%;;-1.3%
2017/08/01;07:55;bull1;"Redbook (YoY)";2.8%;;2.1%
2017/08/01;08:45;bull2;"Manufacturing PMI (Jul)";53.3;53.2;53.2
2017/08/01;09:00;bull1;"Construction Spending (MoM) (Jun)";-1.3%;0.4%;0.3%
2017/08/01;09:00;bull2;"ISM Manufacturing Employment (Jul)";55.2;55.1;57.2
2017/08/01;09:00;bull1;"ISM Manufacturing New Orders Index (Jul)";60.4;;63.5
2017/08/01;09:00;bull3;"ISM Manufacturing PMI (Jul)";56.3;56.5;57.8
2017/08/01;09:00;bull1;"ISM Manufacturing Prices (Jul)";62.0;55.5;55.0
2017/08/01;09:30;bull1;"Dallas Fed Services Revenues (Jul)";15.7;;14.8
2017/08/01;09:30;bull1;"Texas Services Sector Outlook (Jul)";10.5;;10.1
2017/08/01;10:30;bull1;"4-Week Bill Auction";0.990%;;0.980%
2017/08/01;15:00;bull1;"All Car Sales";6.21M;;5.91M
2017/08/01;15:00;bull1;"Domestic Car Sales";4.55M;;4.27M
2017/08/01;15:00;bull1;"Total Vehicle Sales";16.73M;16.80M;16.51M
2017/08/01;15:35;bull2;"API Weekly Crude Oil Stock";1.779M;-2.900M;-10.230M
2017/08/02;06:00;bull1;"MBA 30-Year Mortgage Rate";4.17%;;4.17%
2017/08/02;06:00;bull1;"MBA Mortgage Applications (WoW)";-2.8%;;0.4%
2017/08/02;06:00;bull1;"MBA Purchase Index";235.4;;240.1
2017/08/02;06:00;bull1;"Mortgage Market Index";406.6;;418.5
2017/08/02;06:00;bull1;"Mortgage Refinance Index";1,361.0;;1,414.3
2017/08/02;08:45;bull1;"ISM-New York Index (Jul)";745.5;;739.1
2017/08/02;09:30;bull3;"Crude Oil Inventories";-1.527M;-2.957M;-7.208M
2017/08/02;09:30;bull1;"Crude Oil Imports";0.537M;;-0.254M
2017/08/02;09:30;bull2;"Cushing Crude Oil Inventories";-0.039M;;-1.699M
2017/08/02;09:30;bull1;"Distillate Fuel Production";0.101M;;0.186M
2017/08/02;09:30;bull1;"EIA Weekly Distillates Stocks";-0.150M;-0.525M;-1.852M
2017/08/02;09:30;bull1;"Gasoline Production";-0.098M;;0.297M
2017/08/02;09:30;bull1;"Heating Oil Stockpiles";0.486M;;0.064M
2017/08/02;09:30;bull1;"Gasoline Inventories";-2.517M;-0.636M;-1.015M
2017/08/02;11:00;bull2;"FOMC Member Mester Speaks";;;
2017/08/02;14:30;bull2;"FOMC Member Williams Speaks";;;
2017/08/03;06:30;bull1;"Challenger Job Cuts (YoY)";-37.6%;;-19.3%
2017/08/03;06:30;bull1;"Challenger Job Cuts (Jul)";28.3K;;31.1K
2017/08/03;08:45;bull1;"Bloomberg Consumer Confidence";49.6;;48.6
2017/08/03;08:45;bull2;"Markit Composite PMI (Jul)";54.6;;54.2
2017/08/03;08:45;bull2;"Services PMI (Jul)";54.7;54.2;54.2
2017/08/03;09:00;bull1;"ISM Non-Manufacturing Business Activity (Jul)";55.9;59.6;60.8
2017/08/03;09:00;bull2;"ISM Non-Manufacturing Employment (Jul)";53.6;56.5;55.8
2017/08/03;09:00;bull1;"ISM Non-Manufacturing New Orders (Jul)";55.1;;60.5
2017/08/03;09:00;bull3;"ISM Non-Manufacturing PMI (Jul)";53.9;57.0;57.4
2017/08/03;09:00;bull1;"ISM Non-Manufacturing Prices (Jul)";55.7;;52.1
2017/08/03;09:30;bull1;"Natural Gas Storage";20B;21B;17B
2017/08/04;07:30;bull2;"Average Hourly Earnings (MoM) (Jul)";0.3%;0.3%;0.2%
2017/08/04;07:30;bull1;"Average Weekly Hours (Jul)";34.5;34.5;34.5
2017/08/04;07:30;bull2;"Participation Rate (Jul)";62.9%;;62.8%
2017/08/04;07:30;bull1;"U6 Unemployment Rate (Jul)";8.6%;;8.6%
2017/08/04;07:30;bull3;"Unemployment Rate (Jul)";4.3%;4.3%;4.4%
2017/08/04;12:00;bull2;"U.S. Baker Hughes Oil Rig Count";765;;766
2017/08/04;14:30;bull1;"CFTC Copper speculative net positions";31.2K;;24.3K
2017/08/04;14:30;bull2;"CFTC Crude Oil speculative net positions";486.8K;;423.3K
2017/08/04;14:30;bull2;"CFTC Gold speculative net positions";129.7K;;90.8K
2017/08/04;14:30;bull2;"CFTC S&P 500 speculative net positions";79.5K;;108.2K
2017/08/04;14:30;bull1;"CFTC Silver speculative net positions";30.8K;;19.4K
2017/08/07;00:30;bull2;"Investing.com Gold Index";69.3%;;68.7%
2017/08/07;00:30;bull2;"Investing.com S&P 500 Index";40.3%;;45.7%
2017/08/07;10:30;bull1;"3-Month Bill Auction";1.040%;;1.070%
2017/08/07;10:30;bull1;"6-Month Bill Auction";1.140%;;1.130%
2017/08/07;10:45;bull2;"FOMC Member Bullard Speaks";;;
2017/08/07;12:25;bull2;"FOMC Member Kashkari Speaks";;;
2017/08/08;05:00;bull1;"NFIB Small Business Optimism (Jul)";105.2;103.6;103.6
2017/08/08;07:55;bull1;"Redbook (YoY)";2.7%;;2.8%
2017/08/08;07:55;bull1;"Redbook (MoM)";-0.3%;;-1.2%
2017/08/08;09:00;bull1;"IBD/TIPP Economic Optimism";52.2;50.6;50.2
2017/08/08;10:30;bull1;"4-Week Bill Auction";0.985%;;0.990%
2017/08/08;12:00;bull1;"3-Year Note Auction";1.520%;;1.573%
2017/08/08;15:35;bull2;"API Weekly Crude Oil Stock";-7.839M;-2.200M;1.779M
2017/08/09;06:00;bull1;"MBA 30-Year Mortgage Rate";4.14%;;4.17%
2017/08/09;06:00;bull1;"MBA Mortgage Applications (WoW)";3.0%;;-2.8%
2017/08/09;06:00;bull1;"MBA Purchase Index";237.3;;235.4
2017/08/09;06:00;bull1;"Mortgage Market Index";418.7;;406.6
2017/08/09;06:00;bull1;"Mortgage Refinance Index";1,433.2;;1,361.0
2017/08/09;07:30;bull2;"Nonfarm Productivity (QoQ) (Q2)";0.9%;0.7%;0.1%
2017/08/09;09:00;bull1;"Wholesale Inventories (MoM) (Jun)";0.7%;0.6%;0.6%
2017/08/09;09:30;bull3;"Crude Oil Inventories";-6.451M;-2.720M;-1.527M
2017/08/09;09:30;bull1;"Crude Oil Imports";-0.496M;;0.537M
2017/08/09;09:30;bull2;"Cushing Crude Oil Inventories";0.569M;;-0.039M
2017/08/09;09:30;bull1;"Distillate Fuel Production";0.073M;;0.101M
2017/08/09;09:30;bull1;"EIA Weekly Distillates Stocks";-1.729M;-0.131M;-0.150M
2017/08/09;09:30;bull1;"Gasoline Production";0.006M;;-0.098M
2017/08/09;09:30;bull1;"Heating Oil Stockpiles";-0.703M;;0.486M
2017/08/09;09:30;bull1;"Gasoline Inventories";3.424M;-1.479M;-2.517M
2017/08/09;12:00;bull2;"10-Year Note Auction";2.250%;;2.325%
2017/08/10;05:45;bull2;"OPEC Monthly Report";;;
2017/08/10;07:30;bull2;"Core PPI (MoM) (Jul)";-0.1%;0.2%;0.1%
2017/08/10;07:30;bull1;"Core PPI (YoY) (Jul)";1.8%;2.1%;1.9%
2017/08/10;07:30;bull3;"PPI (MoM) (Jul)";-0.1%;0.1%;0.1%
2017/08/10;07:30;bull1;"PPI (YoY) (Jul)";1.9%;2.2%;2.0%
2017/08/10;09:00;bull1;"Bloomberg Consumer Confidence";51.4;;49.6
2017/08/10;09:00;bull2;"FOMC Member Dudley Speaks";;;
2017/08/10;09:30;bull1;"Natural Gas Storage";28B;38B;20B
2017/08/10;12:00;bull1;"30-Year Bond Auction";2.818%;;2.936%
2017/08/10;13:00;bull2;"Federal Budget Balance (Jul)";-43.0B;-73.0B;-90.0B
2017/08/11;04:00;bull2;"IEA Monthly Report";;;
2017/08/11;07:30;bull3;"Core CPI (MoM) (Jul)";0.1%;0.2%;0.1%
2017/08/11;07:30;bull2;"Core CPI (YoY) (Jul)";1.7%;1.7%;1.7%
2017/08/11;07:30;bull1;"Core CPI Index (Jul)";251.91;;251.63
2017/08/11;07:30;bull2;"CPI (MoM) (Jul)";0.1%;0.2%;0.0%
2017/08/11;07:30;bull1;"CPI (YoY) (Jul)";1.7%;1.8%;1.6%
2017/08/11;07:30;bull1;"CPI Index, n.s.a. (Jul)";244.79;244.90;244.96
2017/08/11;07:30;bull1;"Real Earnings (MoM) (Jul)";0.2%;;0.5%
2017/08/11;08:40;bull2;"FOMC Member Kaplan Speaks";;;
2017/08/11;10:00;bull1;"Cleveland CPI (MoM) (Jul)";0.2%;;0.1%
2017/08/11;10:30;bull2;"FOMC Member Kashkari Speaks";;;
2017/08/11;12:00;bull2;"U.S. Baker Hughes Oil Rig Count";768;;765
2017/08/11;14:30;bull1;"CFTC Copper speculative net positions";33.1K;;31.2K
2017/08/11;14:30;bull2;"CFTC Crude Oil speculative net positions";480.6K;;486.8K
2017/08/11;14:30;bull2;"CFTC Gold speculative net positions";148.8K;;129.7K
2017/08/11;14:30;bull2;"CFTC S&P 500 speculative net positions";77.0K;;79.5K
2017/08/11;14:30;bull1;"CFTC Silver speculative net positions";33.9K;;30.8K
2017/08/14;00:30;bull2;"Investing.com Gold Index";64.7%;;69.3%
2017/08/14;00:30;bull2;"Investing.com S&P 500 Index";50.4%;;40.3%
2017/08/14;10:30;bull1;"3-Month Bill Auction";1.015%;;1.040%
2017/08/14;10:30;bull1;"6-Month Bill Auction";1.115%;;1.140%
2017/08/15;07:30;bull2;"Export Price Index (MoM) (Jul)";0.4%;0.2%;-0.2%
2017/08/15;07:30;bull2;"Import Price Index (MoM) (Jul)";0.1%;0.1%;-0.2%
2017/08/15;07:30;bull2;"NY Empire State Manufacturing Index (Aug)";25.20;10.00;9.80
2017/08/15;07:55;bull1;"Redbook (MoM)";-0.4%;;-0.3%
2017/08/15;07:55;bull1;"Redbook (YoY)";2.5%;;2.7%
2017/08/15;09:00;bull2;"Business Inventories (MoM) (Jun)";0.5%;0.4%;0.3%
2017/08/15;09:00;bull1;"NAHB Housing Market Index (Aug)";68;65;64
2017/08/15;10:30;bull1;"4-Week Bill Auction";0.940%;;0.985%
2017/08/15;10:30;bull1;"52-Week Bill Auction";1.230%;;1.190%
2017/08/15;15:00;bull1;"US Foreign Buying, T-bonds (Jun)";19.70B;;46.40B
2017/08/15;15:00;bull2;"TIC Net Long-Term Transactions (Jun)";34.4B;28.3B;91.9B
2017/08/15;15:35;bull2;"API Weekly Crude Oil Stock";-9.200M;-0.472M;-7.839M
2017/08/16;06:00;bull1;"MBA 30-Year Mortgage Rate";4.12%;;4.14%
2017/08/16;06:00;bull1;"MBA Mortgage Applications (WoW)";0.1%;;3.0%
2017/08/16;06:00;bull1;"MBA Purchase Index";233.8;;237.3
2017/08/16;06:00;bull1;"Mortgage Market Index";419.1;;418.7
2017/08/16;06:00;bull1;"Mortgage Refinance Index";1,455.9;;1,433.2
2017/08/16;07:30;bull2;"Building Permits (MoM) (Jul)";-4.1%;-2.0%;9.2%
2017/08/16;07:30;bull3;"Building Permits (Jul)";1.223M;1.250M;1.275M
2017/08/16;09:30;bull3;"Crude Oil Inventories";-8.945M;-3.058M;-6.451M
2017/08/16;09:30;bull1;"Crude Oil Imports";0.194M;;-0.496M
2017/08/16;09:30;bull2;"Cushing Crude Oil Inventories";0.678M;;0.569M
2017/08/16;09:30;bull1;"Distillate Fuel Production";-0.018M;;0.073M
2017/08/16;09:30;bull1;"EIA Weekly Distillates Stocks";0.702M;-0.572M;-1.729M
2017/08/16;09:30;bull1;"Gasoline Production";-0.253M;;0.006M
2017/08/16;09:30;bull1;"Heating Oil Stockpiles";0.555M;;-0.703M
2017/08/16;09:30;bull1;"Gasoline Inventories";0.022M;-1.078M;3.424M
2017/08/16;13:00;bull3;"FOMC Meeting Minutes";;;
2017/08/17;07:30;bull2;"Initial Jobless Claims";232K;240K;244K
2017/08/17;07:30;bull1;"Jobless Claims 4-Week Avg.";240.50K;;241.00K
2017/08/17;07:30;bull3;"Philadelphia Fed Manufacturing Index (Aug)";18.9;18.5;19.5
2017/08/17;07:30;bull1;"Philly Fed Business Conditions (Aug)";42.3;;36.9
2017/08/17;07:30;bull1;"Philly Fed CAPEX Index (Aug)";39.20;;42.00
2017/08/17;07:30;bull2;"Philly Fed Employment (Aug)";10.1;;10.9
2017/08/17;07:30;bull1;"Philly Fed New Orders (Aug)";20.4;;2.1
2017/08/17;07:30;bull1;"Philly Fed Prices Paid (Aug)";21.10;;19.10
2017/08/17;07:45;bull2;"Industrial Production (MoM) (Jul)";0.2%;0.3%;0.4%
2017/08/17;07:45;bull1;"Manufacturing Production (MoM) (Jul)";-0.1%;0.2%;0.2%
2017/08/17;08:55;bull1;"Bloomberg Consumer Confidence";52.1;;51.4
2017/08/17;09:30;bull1;"Natural Gas Storage";53B;47B;28B
2017/08/17;12:00;bull2;"FOMC Member Kaplan Speaks";;;
2017/08/17;12:45;bull2;"FOMC Member Kashkari Speaks";;;
2017/08/18;09:00;bull1;"Michigan 5-Year Inflation Expectations (Aug)";2.50%;;2.60%
2017/08/18;09:00;bull2;"Michigan Consumer Expectations (Aug)";89.0;81.0;80.5
2017/08/18;09:00;bull2;"Michigan Consumer Sentiment (Aug)";97.6;94.0;93.4
2017/08/18;09:00;bull1;"Michigan Current Conditions (Aug)";111.0;113.3;113.4
2017/08/18;09:00;bull1;"Michigan Inflation Expectations (Aug)";2.6%;;2.6%
2017/08/18;09:15;bull2;"FOMC Member Kaplan Speaks";;;
2017/08/18;12:00;bull2;"U.S. Baker Hughes Oil Rig Count";763;;768
2017/08/18;14:30;bull1;"CFTC Copper speculative net positions";36.8K;;33.1K
2017/08/18;14:30;bull2;"CFTC Crude Oil speculative net positions";463.5K;;480.6K
2017/08/18;14:30;bull2;"CFTC Gold speculative net positions";187.7K;;148.8K
2017/08/18;14:30;bull2;"CFTC S&P 500 speculative net positions";150.2K;;77.0K
2017/08/18;14:30;bull1;"CFTC Silver speculative net positions";38.9K;;33.9K
2017/08/21;00:30;bull2;"Investing.com Gold Index";64.7%;;64.7%
2017/08/21;00:30;bull2;"Investing.com S&P 500 Index";67.0%;;50.4%
2017/08/21;10:30;bull1;"3-Month Bill Auction";1.000%;;1.015%
2017/08/21;10:30;bull1;"6-Month Bill Auction";1.115%;;1.115%
2017/08/22;07:55;bull1;"Redbook (YoY)";3.2%;;2.5%
2017/08/22;07:55;bull1;"Redbook (MoM)";-0.2%;;-0.4%
2017/08/22;08:00;bull1;"House Price Index (YoY) (Jun)";6.5%;;6.9%
2017/08/22;09:00;bull1;"Richmond Manufacturing Index (Aug)";14;12;14
2017/08/22;09:00;bull1;"Richmond Manufacturing Shipments (Aug)";8;;13
